bert,hashtags,tweet_id,media,links,domains,type,language,timestamp,EWUF_user_id,EWUF_follower_count,EWUF_following_count,EWUF_verified,EWUF_account_creation,EUF_user_id,EUF_follower_count,EUF_following_count,EUF_verified,EUF_account_creation,engagee_follows_engager,replay_timestamp,retweet_timestamp,retweet_comment_timestamp,like_timestamp,EUF_num_users,EUF_f01_replay,EUF_f01_retweet,EUF_f01_retweet_comment,EUF_f01_like,EWUF_num_users,EWUF_f01_replay,EWUF_f01_retweet,EWUF_f01_retweet_comment,EWUF_f01_like,engagedRTWC,engagedLIKE,engagedREPLAY,engagedRTW,num_lang_react
101	56898	137	10209	29073	10213	11011	10161	131	11740	100	188	11005	11263	10741	13672	28101	10111	10106	33848	18694	10107	12014	10106	13672	16199	12820	10854	10305	100	12103	16683	13716	100	102,,1FEDF1939DFA9B4B5AB1D096EAEE6EDC,,,,Retweet,D3164C7FBCF2565DDF915B1B3AEFB1DC,1581305113,C34B9B3AF5D77BFA6B30F807487FFFB1,174,145,False,1327644608,9A13F9B8E1AB812545907FDD35C9B470,491,411,False,1235983234,False,,,,,4.0,0.5,0.25,0.0,0.75,2.0,0.0,0.0,0.0,0.5,0,0,0,0,1
101	56898	137	16040	15417	19265	10738	10756	11274	20712	131	144	12022	93202	137	15127	13650	101422	54609	10129	30181	10718	50987	19626	191	169	36592	119	119	119	10218	14310	10124	78241	10473	14234	12011	10124	169	17937	10165	119	119	12360	122	146	10134	28780	31746	10135	100	102,,B23257AF1906E19954EE516A3D8C71C4,,,,Retweet,D3164C7FBCF2565DDF915B1B3AEFB1DC,1581303608,C1D392C5AA9A8B8D139F55F92BDD9898,102668,457,False,1304545218,CC848EA4E41259E77525B43FBC53A0C3,317,170,False,1548265112,False,,,,,1131.0,0.017683465959328033,0.1856763925729443,0.014146772767462422,0.6595932802829354,10.0,0.0,0.1,0.0,0.0,0,0,0,0,0
101	56898	137	35297	20359	98041	131	137	10554	30025	14950	19503	10245	10911	182	11152	11938	177	100	181	97801	10108	100	14120	131	120	120	188	119	11170	120	172	13034	10457	11310	11517	11273	10113	11090	11090	102,,A52B680F1A41938C883E6293F8E1E55F,Photo	Photo	Photo	Photo,,,Retweet,D3164C7FBCF2565DDF915B1B3AEFB1DC,1581306731,6699A8EAC3AE7A46052B8E4BC7F417C5,1640,1164,False,1400719885,64751DAA35154D3FE77E289ECC0BA55E,3,53,False,1573782054,False,,,,,115.0,0.034782608695652174,0.1478260869565218,0.052173913043478265,0.6695652173913043,9.0,0.0,0.0,0.0,0.7777777777777778,0,3,0,0,7
101	17116	12172	124	19573	10106	10105	175	16889	119	119	119	119	27185	10142	47163	10940	146	14900	10336	102,,DA7BFEFBB4BA8B47634154338C2F4243,,,,TopLevel,D3164C7FBCF2565DDF915B1B3AEFB1DC,1581304704,11D050F15E558AD12D11E1D9A770CDBB,12561,510,False,1243227540,76C90B20E7AF72267B1366A734EDA474,593,3261,False,1531497634,False,,,,1581353104.0,7.0,0.0,0.14285714285714285,0.0,0.42857142857142855,8.0,0.0,0.125,0.0,0.375,0,0,0,0,3
101	56898	137	90655	92615	131	137	11149	10147	168	89903	12916	119	31042	118	10142	12976	24564	12172	13028	48394	11085	10253	54194	10108	12811	29846	136	102,,B303B0C01DB6CC1B92954FA6AD5A52CC,,,,Retweet,D3164C7FBCF2565DDF915B1B3AEFB1DC,1581305515,F9D39D352BCB994FFDD02606CAB9C3B8,38085,887,False,1523116317,2F618B588E97E30FF0968B0B1833E8A1,99,409,False,1474373045,False,,,,1581305566.0,1357.0,0.028002947678703014,0.3014001473839349,0.006632277081798086,0.8504053058216654,6.0,0.0,0.0,0.0,0.5,0,0,0,0,3
101	56898	137	43436	13024	168	10233	131	83757	10162	11951	100	172	32650	11918	10741	10105	44519	169	17684	119	14439	43662	10950	15127	21997	137	12158	10230	15417	11166	111	10392	10410	132	137	168	93742	12355	168	64321	168	10142	10435	20442	20169	22623	10111	49084	10161	10554	100	102,,63BCBFB3D9494CB10FA5B29968C0F6CB,,,,Retweet,D3164C7FBCF2565DDF915B1B3AEFB1DC,1581304325,788584CA50622D0458D1821EDF9345E5,12953,982,False,1421038466,6E7C6A065153949EC0CAC4220DCDE297,657,989,False,1376965776,False,,,,,62.0,0.0,0.0,0.0,0.3548387096774194,5.0,0.0,0.0,0.0,0.8,0,0,0,0,4
101	24781	23812	12034	169	18424	11129	100	187	17316	10111	67938	118	14120	131	120	120	188	119	11170	120	121	10465	10457	10759	11490	43805	10162	10350	102,,AEB202A3EA6157EE7247A6166B1EBA06,,4C46A32986AB80DE9875B1240F309941,C3D6D63955A7585D4ABC58B8BFBC73F7,TopLevel,D3164C7FBCF2565DDF915B1B3AEFB1DC,1581305967,03E875F6342FFB45DE3B3367979764F6,100592,3543,True,1235181832,3F96A15FD5AB05D418B73A3E8ADF1C0D,50,200,False,1361239017,False,,,,,178.0,0.016853932584269662,0.005617977528089888,0.0,0.151685393258427,6.0,0.0,0.0,0.0,0.6666666666666666,0,0,0,0,4
101	13028	25157	188	10575	15198	52758	102,,90474E272C4F0B275FB84EA760F2AF80,,,,Quote,D3164C7FBCF2565DDF915B1B3AEFB1DC,1581303764,BEBBD0CF8AA3B7D322CBAF7B579DD9E6,3696,1297,False,1252622007,F9013E5B281FE46D0121499B6E86817D,478,280,False,1255629540,False,,,,,42.0,0.047619047619047616,0.023809523809523808,0.0,0.7380952380952381,2.0,0.0,0.0,0.0,0.5,0,0,0,0,1
101	56898	137	10469	11490	54322	62181	131	10377	100	187	17843	16903	106	11730	10108	14657	11263	10114	10105	17843	10107	106	137	27301	10107	168	61082	137	73845	82836	21428	13051	11945	10884	14120	131	120	120	188	119	11170	120	185	11396	10756	10129	12022	10686	25631	102,,6D2EB9EBAB17BDBED27119633E3C3C33,Photo,,,Retweet,D3164C7FBCF2565DDF915B1B3AEFB1DC,1581305044,AB2E2C143E311D22C8519DE3C2F3606A,944,246,False,1474728959,3F67CE68A86C48CBA46162E1B0020DF4,1,10,False,1573859015,False,,,,,5.0,0.0,0.0,0.0,0.6,2.0,0.0,0.0,0.0,0.5,0,0,0,0,1
101	146	39496	10287	11616	106	119	107	11951	11233	11790	10133	107	119	10747	31886	10142	46503	27502	10479	11850	13847	15162	10189	47798	112	188	21852	10105	13486	11891	119	16976	146	75980	22094	10117	38523	11889	10124	27224	102422	53718	10612	13719	119	10379	14820	146	11760	107	47168	11951	11233	11274	49243	10165	107	10142	144	64279	13677	10151	12898	27874	136	102,,CBE5B03A4C0DFD3B4D779F71CC369D1C,,,,TopLevel,D3164C7FBCF2565DDF915B1B3AEFB1DC,1581306949,29575FA32486213EF546B0728E3081D1,24775,596,False,1294342415,8E72BACF6DA8FA70DA9A3D923E841054,54,850,False,1450940031,False,,,,1581311522.0,229.0,0.017467248908296942,0.04366812227074236,0.004366812227074236,0.6462882096069869,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0
101	48567	20970	10347	10491	117	10473	10271	112	187	24866	11155	112	187	169	72041	16711	35629	10142	16620	19174	119	17144	112	187	24194	12935	10105	11366	12239	10169	10105	46511	131	14120	131	120	120	188	119	11170	120	92758	10929	11166	13966	11259	81456	10174	10858	14120	131	120	120	188	119	11170	120	71613	11259	10884	12022	10162	11396	11305	59654	102,,D03FF0F6B791E7AD8C5C70F03E8460E3,Photo,1D29162AAFE96F6FE2A04902E8FAC7BF,3896E26D12C903F0A00B6B1BE9A9BEA3,TopLevel,D3164C7FBCF2565DDF915B1B3AEFB1DC,1581303660,E484B840498874791F0054B4A7E29545,7310888,965,True,1230350198,8F36A448519B3C5DE14778D64B255330,68,508,False,1516804783,False,,,,,18729.0,0.013134710876181321,0.030754444978375782,0.006834321106305732,0.19824870521650914,3.0,0.0,0.0,0.0,0.6666666666666666,0,0,0,0,2
101	56898	137	38571	10362	71528	10376	131	18559	11045	58446	16602	12820	80516	13559	14177	30787	10160	10105	30776	20149	40675	43436	119	119	119	100	119	102,,B5AA1C8F6B4E463204DE88CD24239CB9,,,,Retweet,D3164C7FBCF2565DDF915B1B3AEFB1DC,1581304137,913E76196D7846D6E78D2E8098FB9C56,7416,7528,False,1522590934,0B48036DD1AAC38CDAA38F8D3F73A6E2,1787,2097,False,1235941851,True,,,,1581304249.0,25.0,0.12,0.32,0.0,0.72,8.0,0.125,0.25,0.125,1.0,0,0,0,0,8
101	146	30181	10347	16664	61982	10108	59331	100	102,,A0F82211A4CBF5F6CC16132388EC0CBA,,,,TopLevel,D3164C7FBCF2565DDF915B1B3AEFB1DC,1581305381,D3FF393E2246E9413D8858FFFA6AE6EE,786,476,False,1383746239,9542265ED4272BAD9784F27B2CE0AA8F,147,385,False,1488769049,True,,,,,15.0,0.0,0.2,0.0,0.5333333333333333,8.0,0.0,0.0,0.0,0.375,0,0,0,0,3
101	22034	10106	169	53839	10435	11940	119	12489	146	88237	136	102,,F5E13E18C7E2E740377283F80A140FEC,,,,TopLevel,D3164C7FBCF2565DDF915B1B3AEFB1DC,1581304390,12B0981201F18EFA48C86311E1843929,2812280,375,True,1348443792,DB93B3AA7DEE7FB342FA1D5F01F545BF,1,18,False,1569791558,False,,,,,16243.0,0.016376285168995874,0.014529335713845962,0.0016622545096349195,0.34544111309487163,2.0,0.0,0.0,0.0,0.5,0,0,0,0,1
101	56898	137	13956	79044	11147	10138	131	27874	10245	10978	10531	11170	10874	111	10392	10410	132	10531	11170	10874	10893	14120	131	120	120	188	119	11170	120	122	12022	10138	19282	11011	10477	11090	10162	10858	13034	102,,312A93C3666B3015ED202075A8E2C353,Video,,,Retweet,D3164C7FBCF2565DDF915B1B3AEFB1DC,1581305882,059CCC759BC8B4807EF80DE0391DC998,201,225,False,1541474853,C9B16684C03A7FF3D5D60183C75549F8,151,366,False,1414172676,False,,,,,8.0,0.0,0.125,0.0,0.875,7.0,0.0,0.0,0.0,0.2857142857142857,0,0,0,0,2
101	81352	10119	29738	100	119	14120	131	120	120	188	119	11170	120	188	11369	10477	69849	10123	11490	10123	11281	11166	14120	131	120	120	188	119	11170	120	130	11281	90426	11274	12396	11779	15343	11373	102,,418422A0228114415FC16F9E09FC2E32,Video,3C692E84459F2141A2C7C72561FC2261,DD70774AFE7815A83BBB93C1DD61BB33,TopLevel,D3164C7FBCF2565DDF915B1B3AEFB1DC,1581305955,FC08A830FC908F563ECFCFB233037269,23622,180,False,1548227400,7E74A3163DDCB99249DAD8184E62C0ED,221,467,False,1535768787,False,,1581307991.0,,1581307991.0,23.0,0.0,0.39130434782608703,0.043478260869565216,0.8260869565217391,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0
101	12811	29846	100	187	15899	14759	117	70576	58575	18428	10741	13677	21240	117	10259	11426	37449	10230	94567	119	119	119	10314	117	10259	10108	12676	10309	45338	119	119	119	49307	11090	119	138	119	39675	34065	51036	119	45338	22102	12174	80870	10531	11898	13246	10135	10455	12504	11940	119	119	119	14516	100	187	42374	10114	55321	10473	10123	10106	23607	136	102,,FD32CF6E233B40ADD1D5AD9893842E16,,,,TopLevel,D3164C7FBCF2565DDF915B1B3AEFB1DC,1581304509,2E8C9D8D8CE87F97438FB47AF6F3E9E5,794698,319342,True,1277678696,720A35203DFCDCE5D436549B53349421,60,114,False,1574249327,False,,,,1581338053.0,9662.0,0.02577106189194784,0.298799420409853,0.01811219209273443,0.8490995653073897,4.0,0.0,0.0,0.0,1.0,0,0,0,0,5
101	56898	137	14261	10240	11281	10123	11369	13321	131	146	12888	169	19826	11309	10161	22807	10105	107761	100	188	10149	10531	43612	10455	40138	119	10747	10124	31237	169	19826	10108	193	100	10435	68052	10230	15607	10197	10107	10111	10944	100	188	187	80217	102,,3B8E9D075CA7624CF22B82790C8871B4,,,,Retweet,D3164C7FBCF2565DDF915B1B3AEFB1DC,1581305595,F4418B7A59B1601927C6CB8BC773B0A5,2263,1028,False,1356718663,B57712084F0718E73422A8C163F26EE3,995,903,False,1369608613,True,,,,1581306823.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,0,0,0,0
101	13646	112	187	14796	13028	15329	143	53668	11090	14703	106	106	119	119	108	36912	11090	11643	11490	23869	14120	131	120	120	188	119	11170	120	149	69196	10112	10738	11259	10929	13966	10161	10686	102,C9A9D17A011F70451700986B1F16A954,4C1AFB3FA641033A43A141E488245267,Video,,,TopLevel,D3164C7FBCF2565DDF915B1B3AEFB1DC,1581305226,BAB18EE18A311B6E8F6CE09935A7C4D1,1183062,5679,True,1217648195,4B59A43519700EB30D3C1080E4689E78,1895,290,False,1360004014,False,,1581313090.0,,,2395.0,0.0041753653444676405,0.05386221294363257,0.006680584551148226,0.421294363256785,3.0,0.0,1.0,0.6666666666666666,0.0,0,0,0,0,2
101	56898	137	50302	11298	36363	11517	12022	10738	131	25470	13584	10124	10380	21610	10112	180	10369	10133	102,,E1F948780DD450D6C7D3A8F709E07274,,,,Retweet,D3164C7FBCF2565DDF915B1B3AEFB1DC,1581304759,D98D495AE7818F92C4B4F38F3D846932,64671,834,False,1337752354,948CDFE5EF366EAB1028FCA03DFB8C8C,243,165,False,1522356948,False,,,,,1376.0,0.010174418604651164,0.0501453488372093,0.0014534883720930224,0.3946220930232558,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0
101	10313	61047	12704	25601	10108	16083	13501	117	21766	10454	12898	21408	10114	12542	169	37021	23050	117	16879	17627	30848	24671	20775	10114	23037	26054	11345	10135	50807	10108	14927	48053	117	10529	10590	173	26095	15854	61289	11419	46128	77815	10114	12117	10105	32398	13650	10107	10108	37021	16379	119	119	119	13646	112	187	31237	11951	14982	108	14820	32942	10731	41781	10368	11490	21057	10123	102,7AFAE85BDBB79D2007795EFCD9EDB135,F3A58ABCD6516A9587793A4E3A62F35B,,,,TopLevel,D3164C7FBCF2565DDF915B1B3AEFB1DC,1581305587,FF888340AE1FB4F9D89CA833FE48305A,53837,14279,False,1551391998,415B437F042D06EB9199F0FEEA92C326,73,280,False,1531076746,False,,,,,1122.0,0.08912655971479501,0.15775401069518716,0.015151515151515155,0.7629233511586454,4.0,0.0,0.0,0.0,0.25,0,0,0,0,2
101	18740	122	119	124	12473	117	30181	136	13646	100	187	10151	77674	10142	11345	10114	17734	119	119	119	11915	11345	13574	10105	14155	14942	10111	13086	19555	10142	23309	11436	37766	10114	77586	48521	119	102,,2F9433D0E49DFE51341DD0DDAC0AE363,,,,Quote,D3164C7FBCF2565DDF915B1B3AEFB1DC,1581303961,00F7E3C49E932C7ED4FB9BE52F9E64C9,669,515,False,1331940988,BF220F123F0179F42E7CDBE7FCD9033F,530,1122,False,1574270240,True,,,,,5.0,0.0,0.0,0.0,0.6,3.0,0.0,0.0,0.0,0.3333333333333333,0,0,0,0,1
101	12882	119	119	119	10105	12541	10550	10978	169	11795	10108	11426	11059	136	102,,6860EA23141CE430EBA5A2E22DFAE0EF,,,,Quote,D3164C7FBCF2565DDF915B1B3AEFB1DC,1581306071,7F30F12E58208DB154FFB9C4A9CE856E,1175676,4161,True,1183865438,E0332C132B81F0C39F0212EC2D0337D8,233,526,False,1235383291,False,,,,,2801.0,0.017136736879685827,0.08782577650838988,0.003927168868261334,0.4037843627275973,4.0,0.25,0.0,0.0,0.5,0,0,0,0,2
101	56898	137	25212	10147	131	12786	11517	192	137	16226	11733	91240	10161	11369	11942	119	11508	34062	119	119	108	12865	10738	10246	11090	11643	11565	101444	108	12786	11517	26900	11565	101444	108	12786	11517	108	20977	53570	108	12786	11517	168	20977	53570	108	16226	11733	91240	10161	11369	11942	176	100	102,BB0D2A95ADEBC18F503CDFAA600CF0B8	F1354442D8E0680A30D9E64F5C68FE64	6E273009920578B5614B5FE2DEA95E64	CEF8981488A76C359EB1BBC80E455E92	D853E8D8F2A590015578E519E2C858D6	6E76A8FAA8EE7D98C54A1BCFC26B26BD,4567DAC3D789C977DC32EA6BCDB8096B,,,,Retweet,D3164C7FBCF2565DDF915B1B3AEFB1DC,1581303952,AA260FDD02C19DFF894F8908645B1470,3373,264,False,1284021711,ABC96F2D9A0EBC8835A7FD6C84BA7DAD,54,77,False,1343622358,False,,,,1581452348.0,25.0,0.0,0.16,0.0,0.6,3.0,0.0,0.0,0.0,0.0,0,0,0,0,0
101	56898	137	21200	38025	32049	10161	11127	19503	131	48655	10230	10841	75877	48886	10162	10531	26905	10169	17247	10284	13221	10157	10111	10226	11365	10111	15362	11345	10226	20290	25253	10106	12990	10114	10347	106733	10112	100	102,,EB1897B87FB53B9DDB34EFEF865B011C,,,,Retweet,D3164C7FBCF2565DDF915B1B3AEFB1DC,1581305812,6ABD71D36340DCA067C3AD3EEB798DF1,2635,1826,False,1354176985,39D4C46CFB00E65A169549C771939546,312,153,False,1328633068,True,,,,1581308956.0,15.0,0.0,0.06666666666666668,0.0,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0
101	12811	16437	29846	12172	10472	10106	33848	11545	56282	10114	57611	112	187	46529	34713	10108	10105	10808	99649	10738	10160	10105	12136	11545	117	12415	75056	20316	112	187	14301	119	14120	131	120	120	188	119	11170	120	163	11703	10123	53166	10129	11127	10161	11447	11166	102,,EBFD6886C07189212FF0A9CE01F4C94F,,F38ADC3CC18ECD3A2BE5B47ED1C5A7D9,A898ECD422D0575A276A0D74CD01C867,TopLevel,D3164C7FBCF2565DDF915B1B3AEFB1DC,1581303805,2C9712029F909BCF61DB0C332458AF74,1242758,113,True,1324518652,729F5A6A05EB734CBD4DA5465D558643,465,1325,False,1316610903,False,,,,1581350461.0,8783.0,0.06341796652624387,0.20835705339861094,0.016964590686553573,0.4746669702835022,3.0,0.0,0.0,0.0,0.0,0,0,0,0,0
101	56898	137	26037	50937	11537	58802	131	31558	10160	10105	48545	10111	13028	11337	12888	12976	146	36110	119	10657	26665	10589	10393	169	20036	10380	93530	27937	87615	10454	119	102,,479BD75C4328F247FF2182548CEC6500,,,,Retweet,D3164C7FBCF2565DDF915B1B3AEFB1DC,1581306388,021A60012BDC15312A1DE47F1FD018CE,2240,4998,False,1242018987,1002A5F5BAEC7C3D3BAD969382D0BB39,10359,5634,False,1353606006,True,,,,,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.5,0,0,0,0,1
101	11248	13028	119	119	119	88237	13028	119	119	119	100	14120	131	120	120	188	119	11170	120	194	51960	12022	11481	10759	11403	11305	11369	102,,F0DFAEC07719C830F799B8966D5E81F7,Photo	Photo	Photo,,,TopLevel,D3164C7FBCF2565DDF915B1B3AEFB1DC,1581305694,79AEFEB05C291A9473D8B33D89372BF7,233669,1062,True,1430288238,38427B3483E7B7A5F34AA4D17B1F965B,65,967,False,1571790899,False,,,,1581313572.0,3394.0,0.010017678255745434,0.10813199764289924,0.004714201532115498,0.8644667059516794,3.0,0.0,0.0,0.0,0.0,0,0,0,0,0
101	56898	137	83086	14945	18043	10113	11517	10415	131	16582	18402	108	40070	42108	119	12685	13221	10722	17948	120	20564	14120	131	120	120	188	119	11170	120	170	11127	16299	11373	11090	10115	11211	12022	19282	102,B30119B4597271A50F4283A0735B6E81,4AA04C9528FFFF3BF3B75AEF9E4353DC,Photo	Photo,,,Retweet,D3164C7FBCF2565DDF915B1B3AEFB1DC,1581305582,50A6C9AF27A2D74404673EF85C4D8ED6,31238,637,False,1305824477,812680828AF0994C982CFBC7A925F721,26,263,False,1473618264,False,,,,,120.0,0.0,0.06666666666666668,0.016666666666666663,0.175,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0
101	1729	16663	64178	11337	23595	18745	10114	10105	10523	10111	26794	169	16108	11222	22171	11011	119	10117	21110	10124	36304	10106	31063	11486	10111	16800	12504	10106	12939	11486	119	119	119	22701	118	138	51565	11406	137	153	11669	48798	10129	82272	11517	119	119	66655	118	124	120	125	119	119	11590	31035	118	100	120	100	14120	131	120	120	188	119	11170	120	139	10107	11517	10129	11517	15417	11259	13369	11281	102,,089710C7E1ACD8A44527D0BCA7EF57F8,Photo,,,TopLevel,D3164C7FBCF2565DDF915B1B3AEFB1DC,1581306773,C8129354A89BF598E8CE86DA876957C3,54900,4747,False,1413427510,B3F680EC88C20F92C9E83CA97548D6F9,11,307,False,1539497675,False,,1581317038.0,,,887.0,0.030439684329199537,0.06877113866967305,0.006764374295377677,0.7395715896279594,2.0,0.0,0.0,0.0,0.0,0,0,0,0,0
101	30325	131	31237	10301	13028	171	10908	10230	136	119	119	11589	131	57675	10943	10301	15127	54157	10108	30865	14120	131	120	120	188	119	11170	120	194	11565	10113	11779	11490	10454	11273	10112	10929	102,,9721EA713E7B9DFB9C8291495541F06B,GIF,,,TopLevel,D3164C7FBCF2565DDF915B1B3AEFB1DC,1581307106,18589B8E2F815249A344CB2CA7391F7D,417,68,False,1523560466,299CE648FD0FA4FC7E1BD558EEBBBF38,159,623,False,1531176925,False,,,,1581309106.0,7.0,0.0,0.0,0.0,0.7142857142857143,3.0,0.0,0.0,0.0,0.6666666666666666,0,0,0,0,2
101	14941	10107	14087	117	14907	13123	119	11065	21852	10105	17094	19503	119	119	119	11101	10105	57476	17544	119	119	32903	196	10777	88564	117	122	33062	21509	117	11178	32784	10107	119	105987	10230	19500	196	11176	88564	117	124	33062	88530	117	11178	32784	10107	119	122	118	124	14235	16680	196	10757	88564	117	125	33062	88530	117	11178	32784	10107	119	138	13051	13358	11130	10657	24665	196	11093	88564	117	123	33062	88530	117	11178	32784	10107	119	20567	10157	10798	10106	77586	66058	106	14120	131	120	120	188	119	11170	120	186	11273	11447	10729	11273	10759	11779	11373	83148	102,,CED3F9DC112ADCEBC27A670A3071AD1D,Photo	Photo,,,TopLevel,D3164C7FBCF2565DDF915B1B3AEFB1DC,1581307068,7AC3693E7F4DF516509BC5685CADD76A,212,140,False,1571279404,1856A369B14B8BF3D4221A38CD25D897,334,459,False,1567391443,True,,,,1581308585.0,4.0,0.25,0.25,0.0,1.0,11.0,0.0,0.09090909090909093,0.0,0.6363636363636364,0,1,0,0,7
101	30455	176	11717	12277	13028	21528	10114	36300	16719	17518	100	187	10105	10148	10451	23595	72812	184	10350	111	10392	10410	132	10105	41960	16406	10261	100	187	10135	102,,5A4B9DE1374B78678BC876F82D4E04C7,,,,TopLevel,D3164C7FBCF2565DDF915B1B3AEFB1DC,1581304578,FEAF7191DAA50C2A16BC7897727DBE6B,527,285,False,1512963432,6090419B9D78F110E9CE607B15DE0A4C,1651,432,False,1417197338,True,,,,,8.0,0.0,0.0,0.0,0.5,3.0,0.0,0.0,0.0,0.3333333333333333,0,0,0,0,0
101	56898	137	13483	11067	14273	131	48906	10114	189	10106	30360	177	10944	100	188	67004	119	102,,EBABF276EA458C0C09C781C2C04B87DF,,,,Retweet,D3164C7FBCF2565DDF915B1B3AEFB1DC,1581306663,B2A1FED006E446C7A1155DDA6F52697D,114,246,False,1546646416,97B10E0D7D018FAE1CF45063CE811D59,57,54,False,1541888176,False,,1581313041.0,,,,,,,,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0
101	10747	10124	10105	20648	27521	10108	10105	26228	91724	10136	39797	10106	11098	10111	15437	112	187	10104	14139	26119	10376	20949	20780	119	14120	131	120	120	188	119	11170	120	70576	11166	10686	10884	10174	12674	15703	12396	102,,C577D5DF2499D6A0D23B86B6CE249CB5,Video,,,TopLevel,D3164C7FBCF2565DDF915B1B3AEFB1DC,1581303600,37733EEF32174BD2FBF684303989B213,964084,892,True,1373650809,67AEDA305F8248C7E9A7AF2C59F7044F,516,479,False,1255287492,False,,,,,2061.0,0.0033964095099466283,0.014070839398350316,0.001940805434255216,0.032508491023774864,3.0,0.0,0.0,0.0,0.3333333333333333,0,0,0,0,1
101	56898	137	28181	10157	11274	10415	76083	10123	131	11589	10160	10105	15148	11589	15306	11084	169	119	10108	23607	14064	10106	102,,5BA86AD85B1063A76646E73C54567F7C,,,,Retweet,D3164C7FBCF2565DDF915B1B3AEFB1DC,1581304953,8EE4934528FDF7BF68313FDDA017A894,377,192,False,1415532689,8782107E17071113C9BD2EBDC97B512D,712,738,False,1354261643,True,,,,,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.25,0,0,0,0,0
101	50177	10950	10751	45906	10188	32699	10115	12842	118	10104	118	15031	137	11364	10440	27008	10112	117	137	33100	13034	11542	10575	117	137	62541	35703	10107	20791	10111	137	76714	10598	10240	10135	10531	10751	28236	10188	137	11101	10731	13891	10107	119	14120	131	120	120	188	119	11170	120	172	11211	10686	92161	10686	13034	21799	11703	102,,ED830A3F83D7BF8F5FB0629E4E7FE4D8,,A908C605F411D67A4FED3665E1B87569,A898ECD422D0575A276A0D74CD01C867,TopLevel,D3164C7FBCF2565DDF915B1B3AEFB1DC,1581304148,86AFEDC003EB2E5D81D61F9C57EE4B28,681657,982,True,1202153617,E3D38A71D1DB6DFD4A0DE40E760AB1EF,269,343,False,1303851400,False,,,,,1206.0,0.001658374792703151,0.009950248756218905,0.0,0.07462686567164177,2.0,0.0,0.0,0.0,0.5,0,0,0,0,1
101	56898	137	22185	37135	51373	131	17160	169	16624	100	10134	11175	54214	56396	10114	10911	100	14120	131	120	120	188	119	11170	120	130	15417	11274	11273	10174	10738	10107	10738	12871	102,,DD3B6ABA84C1D84EAD0824FEDA666407,Photo,,,Retweet,D3164C7FBCF2565DDF915B1B3AEFB1DC,1581306756,ECDA382731407719CE69484AC0A74DA9,20201,638,True,1255812868,018AC6FF76C0B23814FE7873A55CB187,539,743,False,1227963279,False,,,,,42.0,0.023809523809523808,0.023809523809523808,0.0,0.19047619047619047,3.0,0.0,0.0,0.0,0.0,0,0,0,0,0
101	24781	10393	11149	10896	100	187	12935	39709	73491	10590	34875	11499	27008	10162	11764	78391	125	117	12976	10301	10689	32862	10114	10149	10169	10531	18577	107879	10738	11403	102,,A7C7C5EF830BC123FA79CF9F406FC01E,,,,TopLevel,D3164C7FBCF2565DDF915B1B3AEFB1DC,1581306579,4B6D76243E58308D22835EB7A1FC25D3,34227,998,False,1455813813,5ABDF5FB0197CCBF4A2EBC17E7F25B75,64,342,False,1527680859,False,,,,1581306861.0,2779.0,0.024109391867578267,0.0313062252608852,0.0007196833393306942,0.7448722562072686,11.0,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.9090909090909092,0,1,0,0,10
101	14820	100	188	53542	136	11723	10124	26133	10978	10105	19573	10948	10186	131	11025	169	119	181	119	10111	127	169	119	181	119	10189	10944	13086	13028	14120	131	120	120	188	119	11170	120	12256	10138	11273	13034	13034	100254	10147	108	49619	14120	131	120	120	188	119	11170	120	151	11396	15417	10320	10240	11396	10759	14703	10477	102,C1D502ABCB5AA134F5864617FF9D20C8,599D40EDF8234BF3CB7CC73A3BBBB3E9,Photo,8A21959E6960252538929CAE4262A7A2,D35CAAEB349FD7E29F5C5A5C6B37CDD1,TopLevel,D3164C7FBCF2565DDF915B1B3AEFB1DC,1581305404,52A9DD021F5DAC823D03340A5822AFC8,89137,70540,False,1383342910,1B67A86D2F1CCC70E38AFDF52CCC9AE9,372,275,False,1345928628,True,,,,,218.0,0.004587155963302753,0.013761467889908254,0.0,0.09174311926605504,2.0,0.0,0.0,0.0,0.0,0,0,0,0,0
101	56898	137	52671	36535	10263	12953	131	27203	12150	16690	10393	17695	10226	20290	25253	11487	10188	10657	119	129	10114	10657	119	10413	10106	17598	10108	75877	117	10178	137	106583	12387	10858	32169	11335	119	119	119	10657	119	10413	157	119	16690	10124	170	100	102,,790CD71580D238A6DE04DD4D39A70B79,,,,Retweet,D3164C7FBCF2565DDF915B1B3AEFB1DC,1581304213,D77E9712500FCD97F6DAF99BEFFA118C,1925,1400,False,1326845786,69F59CD666DE7F7562957CC22AC38C74,1538,1030,False,1360037565,True,,,,,30.0,0.0,0.26666666666666666,0.06666666666666668,0.5,,,,,,0,0,0,0,0
